Gene,Cox_coefficient,Raw_p-value,BH-adjusted_p-value,Median_Expression,Mean_Expression
FAM81A,0.0333,0.73,0.964929356,104.1667,133.4607605
FBXO9,-0.0295,0.73,0.964929356,999.335,1066.848748
FUT10,-0.034,0.73,0.964929356,147.541,158.4708788
GAS2L2,0.0313,0.73,0.964929356,4.7059,20.11382353
GGPS1,-0.0303,0.73,0.964929356,862.5507,916.7812235
GIGYF1,-0.0295,0.73,0.964929356,1273.7201,1412.591606
GIN1,-0.0318,0.73,0.964929356,126.1304,131.9638951
GIPR,0.032,0.73,0.964929356,2.5707,5.057278758
GJB5,0.0336,0.73,0.964929356,6.0475,9.247683007
GPC1,-0.0319,0.73,0.964929356,6675.5647,8250.591292
GPR27,-0.0324,0.73,0.964929356,7.3565,13.51982974
HAS2,0.032,0.73,0.964929356,230.9403,303.5322294
HHIPL2,-0.0306,0.73,0.964929356,2.0171,5.475382026
HLA-L,0.0337,0.73,0.964929356,36.4881,41.95034183
IFNGR2,0.0336,0.73,0.964929356,2201.6064,2273.600306
INHBA,0.0342,0.73,0.964929356,9.9889,26.51124739
INHBE,-0.0324,0.73,0.964929356,5.1458,19.9944049
ITPR2,0.0297,0.73,0.964929356,1187.567,1293.810909
KLHDC10,-0.0312,0.73,0.964929356,713.253,786.5403163
KLKB1,0.0325,0.73,0.964929356,12.8774,18.5434817
LIN7C,0.0329,0.73,0.964929356,655.5379,672.5343967
UNQ6494,0.0307,0.73,0.964929356,1.2634,2.130414706
LRRD1,0.0298,0.73,0.964929356,2.3291,3.428102941
LOC441454,0.0283,0.73,0.964929356,2.6435,3.385055556
MIR4435-2HG,0.0319,0.73,0.964929356,447.7019,571.0174212
LOC728323,0.0297,0.73,0.964929356,11.6026,12.20098693
LSG1,0.0304,0.73,0.964929356,1036.32705,1046.635448
MAMSTR,0.0316,0.73,0.964929356,41.5225,51.87415752
MARK3,0.0312,0.73,0.964929356,1520.9554,1462.647638
MASTL,0.0335,0.73,0.964929356,176.8489,196.6645229
MAVS,-0.0304,0.73,0.964929356,2403.1031,2505.259367
MICB,-0.0295,0.73,0.964929356,81.9976,102.1552817
MRPL46,-0.0295,0.73,0.964929356,430.0218,461.0598072
N4BP3,-0.0351,0.73,0.964929356,53.2787,62.62628235
NBR2,0.0298,0.73,0.964929356,169.6677,168.0169046
NCAPD2,0.0338,0.73,0.964929356,1415.2113,1485.980724
ASMTL-AS1,0.0319,0.73,0.964929356,55.1626,77.13907418
NDC80,0.0328,0.73,0.964929356,278.8242,313.0676369
NET1,-0.0346,0.73,0.964929356,298.0693,434.8773039
NEUROG2,-0.0329,0.73,0.964929356,1.4286,6.348385294
NFATC2IP,-0.0309,0.73,0.964929356,695.3861,726.9396654
NFS1,0.0315,0.73,0.964929356,645.902,670.5474082
SLC9B1,-0.0326,0.73,0.964929356,9.3705,10.76698105
NPHP1,-0.0333,0.73,0.964929356,162.844,182.0469977
NSA2,0.032,0.73,0.964929356,1029.3925,1112.767532
NUP88,-0.0308,0.73,0.964929356,671.8368,705.3094474
OLFML2B,-0.034,0.73,0.964929356,574.4847,914.038483
PAK4,-0.0315,0.73,0.964929356,818.8639,832.084185
PDE4B,-0.0319,0.73,0.964929356,3227.459,3378.581364
PGBD2,0.0299,0.73,0.964929356,80.1603,84.51629641
PI16,-0.0331,0.73,0.964929356,287.2835,772.2335559
PIF1,-0.0298,0.73,0.964929356,82.1643,103.0009395
PLIN4,0.0304,0.73,0.964929356,27.0092,42.88091667
POFUT1,-0.0344,0.73,0.964929356,2125.8634,2220.982252
POTEE,-0.0312,0.73,0.964929356,13.2633,13.52889542
PRICKLE4,-0.0296,0.73,0.964929356,60.9684,82.65840915
PROCR,0.0319,0.73,0.964929356,222.7511,278.1454641
PTPRK,-0.029,0.73,0.964929356,738.1837,803.0101078
RAB37,-0.0309,0.73,0.964929356,69.5607,87.0277281
RALGAPB,-0.0289,0.73,0.964929356,1329.9164,1334.808803
RAMP2,-0.0329,0.73,0.964929356,426.7117,460.2900562
RAP1GDS1,-0.0343,0.73,0.964929356,1330.7553,1400.364841
RASGRF2,0.0315,0.73,0.964929356,43.5562,55.92940425
RCBTB2,-0.0345,0.73,0.964929356,920.4747,1010.067172
RNF14,0.0314,0.73,0.964929356,1464.6725,1607.883173
RNF165,0.0331,0.73,0.964929356,96.1604,154.0637735
RNF43,0.0352,0.73,0.964929356,8.1118,20.3406915
ROCK2,0.0306,0.73,0.964929356,606.0096,636.561266
SAMHD1,-0.0312,0.73,0.964929356,862.3638,964.6258618
MSMO1,-0.0308,0.73,0.964929356,1380.918,1594.840875
SCRN1,0.0311,0.73,0.964929356,6557.6304,6937.942666
SH3BP4,0.0305,0.73,0.964929356,1134.9004,1303.995691
SLC13A3,-0.0321,0.73,0.964929356,145.2094,175.8780533
SLC25A11,0.0287,0.73,0.964929356,1480.0807,1597.726761
SLC33A1,0.0339,0.73,0.964929356,454.1407,468.3640196
SLC44A2,-0.0321,0.73,0.964929356,5005.3722,5116.098266
SMYD5,0.0315,0.73,0.964929356,807.1012,836.3408634
SNAPC1,-0.0323,0.73,0.964929356,267.6617,291.1047676
SORT1,0.0297,0.73,0.964929356,5209.922,5546.332487
SPESP1,0.0348,0.73,0.964929356,11.9774,23.16071601
SPSB3,-0.0313,0.73,0.964929356,755.102,792.8626245
SUMO2,0.0286,0.73,0.964929356,2735.5298,2941.210732
SV2A,0.0327,0.73,0.964929356,2528.5017,2698.713498
SYNE1,0.0292,0.73,0.964929356,1043.7998,1187.987018
TESK1,0.0304,0.73,0.964929356,809.4395,834.1772863
TMEM119,0.0328,0.73,0.964929356,646.3615,870.1184993
TOP2A,0.0334,0.73,0.964929356,2122.8814,2540.625045
TUBGCP2,0.0311,0.73,0.964929356,1042.3313,1095.624954
TUSC2,-0.0314,0.73,0.964929356,994.6757,1051.974871
UBAC1,-0.0313,0.73,0.964929356,1119.6203,1153.272175
UBE2L3,-0.0335,0.73,0.964929356,1903.829,1899.910285
UBE2L6,0.0315,0.73,0.964929356,2715.5106,3016.115943
UBL7,0.0321,0.73,0.964929356,949.3477,977.4208098
YIPF4,-0.031,0.73,0.964929356,492.9276,509.7169778
YTHDF2,0.0311,0.73,0.964929356,1747.1509,1771.145944
ZBTB12,-0.0318,0.73,0.964929356,197.2299,210.2645781
ZNF229,-0.031,0.73,0.964929356,234.2767,240.0695157
ZNF263,-0.0319,0.73,0.964929356,669.6119,706.0634925
ZNF444,-0.0311,0.73,0.964929356,606.7276,629.4453425
ZNF536,0.03,0.73,0.964929356,49.6079,91.20734935
ZNF598,-0.0312,0.73,0.964929356,654.293,680.096719
ACOT1,-0.027,0.74,0.966465022,213.7405,244.8178157
ACRC,-0.0277,0.74,0.966465022,38.522,41.78645294
AGPAT4,-0.0285,0.74,0.966465022,673.0025,766.0581049
PHYKPL,-0.0307,0.74,0.966465022,498.5429,527.8219673
SOWAHC,0.0294,0.74,0.966465022,332.6583,342.200799
ANKS3,0.0312,0.74,0.966465022,310.9859,334.1454258
ANXA5,-0.0284,0.74,0.966465022,12648.2377,14114.36889
ARG2,0.0322,0.74,0.966465022,247.6628,279.8965261
ATP5B,-0.0309,0.74,0.966465022,12025.136,12762.22902
ATP8B3,-0.0334,0.74,0.966465022,29.605,37.7612817
BACH1,0.0302,0.74,0.966465022,727.6303,752.8786209
ABHD16A,0.0335,0.74,0.966465022,1223.1352,1219.449027
BBOX1,-0.0298,0.74,0.966465022,1059.6099,1182.439705
BCAN,-0.0323,0.74,0.966465022,29118.878,34115.41663
BEST4,0.0312,0.74,0.966465022,29.7741,44.13743725
BNC1,0.0328,0.74,0.966465022,1.0035,3.71507549
CCDC186,-0.0317,0.74,0.966465022,100.9043,108.8211474
BBOF1,0.0311,0.74,0.966465022,137.3766,153.5275729
C16orf62,-0.0295,0.74,0.966465022,1371.5947,1347.528918
C21orf62-AS1,0.0313,0.74,0.966465022,10.3413,12.77534575
C2CD3,-0.0282,0.74,0.966465022,579.1583,582.1076588
WDPCP,0.0306,0.74,0.966465022,104.0784,107.7296876
C4orf27,0.0309,0.74,0.966465022,583.6729,651.3879608
C5orf42,-0.0295,0.74,0.966465022,429.9149,450.7739608
C5orf47,0.0331,0.74,0.966465022,2.7039,3.383505229
CC2D2B,-0.029,0.74,0.966465022,5.174,6.340210131
CCHCR1,-0.0296,0.74,0.966465022,358.8667,399.3681108
ACKR4,0.0289,0.74,0.966465022,8.4956,18.93288235
CDC42BPA,0.0307,0.74,0.966465022,1222.7273,1230.692888
CLCC1,-0.0316,0.74,0.966465022,1011.9877,1031.838691
CNKSR3,-0.0285,0.74,0.966465022,248.996,291.1256062
COL1A2,0.0337,0.74,0.966465022,4062.7735,12976.00581
CPOX,0.0311,0.74,0.966465022,355.3082,367.0813033
CPZ,0.0342,0.74,0.966465022,23.7374,75.54241209
CRIP3,-0.0295,0.74,0.966465022,10.0804,13.60948889
DCAF7,-0.0285,0.74,0.966465022,3285.4369,3281.089945
DHX32,0.0312,0.74,0.966465022,504.6555,541.5604477
DLX6,-0.0323,0.74,0.966465022,5.0674,55.50244444
DMRTA2,-0.0283,0.74,0.966465022,204.5628,310.6460775
DNAJA1,0.0328,0.74,0.966465022,3052.39075,3106.104435
ECHS1,0.0313,0.74,0.966465022,1507.9051,1674.717176
ENDOU,0.0304,0.74,0.966465022,16.7095,25.88507549
FAM106CP,-0.029,0.74,0.966465022,4.7077,6.646453595
CCSER2,0.029,0.74,0.966465022,829.3588,935.9612575
FAM71D,-0.0324,0.74,0.966465022,3.3637,4.081742157
FBXO22-AS1,0.0295,0.74,0.966465022,53.5352,56.98297974
FBXO5,-0.0301,0.74,0.966465022,344.1692,365.1127961
FGL2,0.03,0.74,0.966465022,602.9798,691.1068703
FHOD1,0.033,0.74,0.966465022,425.6717,459.9091683
FLVCR2,0.0322,0.74,0.966465022,249.5262,282.2634967
FRMD6,0.0327,0.74,0.966465022,501.6876,555.7372588
GLIS1,-0.0306,0.74,0.966465022,6.2336,18.67771732
GLRX5,0.0307,0.74,0.966465022,771.4113,795.7119422
ADGRG5,0.0299,0.74,0.966465022,16.7429,25.65279902
GPS1,-0.0323,0.74,0.966465022,2530.4906,2595.28381
GTF3C2,-0.0296,0.74,0.966465022,1265.3184,1292.572834
GUK1,0.0294,0.74,0.966465022,3998.9685,4552.031215
HCN3,0.0299,0.74,0.966465022,147.927,164.4993758
PUDP,-0.0396,0.74,0.966465022,367.0588,419.5981065
HLA-B,0.0283,0.74,0.966465022,18369.9463,24932.0378
ING4,-0.0281,0.74,0.966465022,1080.9969,1289.714862
IPO8,-0.0284,0.74,0.966465022,1376.211,1361.747122
IPP,-0.0305,0.74,0.966465022,251.6621,261.7478333
IRGQ,0.0273,0.74,0.966465022,983.3518,1012.577881
JARID2,-0.0298,0.74,0.966465022,430.7167,442.1980382
KBTBD12,0.0293,0.74,0.966465022,26.6215,57.89865359
KBTBD8,0.0327,0.74,0.966465022,110.176,112.7019072
KIAA0141,0.0311,0.74,0.966465022,1416.3158,1428.246371
KRTCAP2,-0.0276,0.74,0.966465022,1400.579,1529.278337
LAMA2,0.0323,0.74,0.966465022,728.6404,1003.201968
LINC01126,-0.0289,0.74,0.966465022,7.1869,9.250909804
LOC81691,0.0315,0.74,0.966465022,107.8652,149.4774804
March10,0.0275,0.74,0.966465022,13.0107,17.40502484
MCC,-0.0297,0.74,0.966465022,1028.657,1081.370917
MED15,0.0312,0.74,0.966465022,1362.6844,1421.6726
KMT2E,-0.0313,0.74,0.966465022,1513.13,1571.576222
MORN1,0.0313,0.74,0.966465022,58.4392,66.62481993
MPPED2,-0.0337,0.74,0.966465022,246.9983,299.6689493
MTG1,-0.0286,0.74,0.966465022,352.6259,383.8384467
MUM1,-0.0291,0.74,0.966465022,1495.3177,1583.313283
MYLK4,-0.0301,0.74,0.966465022,26.7725,32.56334216
NAT14,-0.0306,0.74,0.966465022,768.792,818.2225255
LINC00173,-0.0313,0.74,0.966465022,18.6959,23.21644641
NDE1,-0.0306,0.74,0.966465022,577.7981,599.8698592
NDRG3,0.0317,0.74,0.966465022,1383.713,1484.126698
NDRG4,0.0316,0.74,0.966465022,3700.9058,4254.813037
NDUFA13,-0.0268,0.74,0.966465022,3476.49285,4216.170839
NKD1,-0.0337,0.74,0.966465022,115.2526,154.2947686
NME1,-0.028,0.74,0.966465022,2998.8984,3486.25049
NNMT,0.0294,0.74,0.966465022,1145.2991,2398.75526
NOP16,-0.0294,0.74,0.966465022,224.6943,231.8170242
NQO1,0.032,0.74,0.966465022,627.0096,749.9069853
NRL,-0.0302,0.74,0.966465022,43.9427,47.0721268
ORMDL1,-0.0296,0.74,0.966465022,957.0707,999.7973977
OSBPL8,0.0304,0.74,0.966465022,1351.212,1419.571814
PACRG,0.0316,0.74,0.966465022,136.5241,162.0319706
PDE3A,-0.0294,0.74,0.966465022,43.3735,63.6716183
PIGA,0.032,0.74,0.966465022,186.4842,205.6274078
PKN1,-0.0299,0.74,0.966465022,3435.8238,3608.627685
PLCD1,-0.0316,0.74,0.966465022,913.0867,1037.185255
PLCXD1,0.0293,0.74,0.966465022,480.4812,534.6876497
PLIN1,0.0289,0.74,0.966465022,14.83,26.25603725
PNRC2,0.032,0.74,0.966465022,1517.7328,1556.555592
POLG,0.0311,0.74,0.966465022,776.5842,792.7770131
PPTC7,-0.0312,0.74,0.966465022,334.2857,332.5252284
PRDX5,-0.0291,0.74,0.966465022,3604.2506,4032.161439
PRORSD1P,0.0293,0.74,0.966465022,21.1794,23.11382353
PREP,0.0309,0.74,0.966465022,632.0109,655.9131422
PRH2,-0.0295,0.74,0.966465022,2.8571,3.787854902
PRSS35,-0.0286,0.74,0.966465022,62.4033,144.9599804
PSMD6,-0.0337,0.74,0.966465022,1224.0234,1283.915206
R3HDM1,-0.0281,0.74,0.966465022,786.5775,834.9659569
RASSF2,-0.0281,0.74,0.966465022,4908.8039,5662.078612
RFK,0.0305,0.74,0.966465022,785.5067,903.3201618
RGAG1,-0.0319,0.74,0.966465022,13.3862,17.2565232
RHOA,-0.0327,0.74,0.966465022,13111.5854,13445.26065
RHOBTB1,-0.0317,0.74,0.966465022,302.7965,323.020769
RNF26,0.0293,0.74,0.966465022,947.0445,984.4028304
RPS6KA2,0.0312,0.74,0.966465022,1148.8055,1285.556634
SBNO1,-0.0307,0.74,0.966465022,233.3071,236.3586814
SCRG1,0.0321,0.74,0.966465022,3105.1574,3943.269247
SEC13,-0.0304,0.74,0.966465022,2217.1924,2376.524665
SIX1,-0.0307,0.74,0.966465022,106.5172,178.5417827
SLC13A5,0.0358,0.74,0.966465022,12.0664,52.37212451
SLTM,-0.0294,0.74,0.966465022,1187.7133,1177.814983
SMARCE1,0.0299,0.74,0.966465022,2449.3623,2506.237955
SPHKAP,0.0344,0.74,0.966465022,20.1079,49.72797745
SRC,0.028,0.74,0.966465022,832.6905,871.3540605
SRM,-0.0287,0.74,0.966465022,1801.8819,1942.70775
ST6GALNAC6,0.0337,0.74,0.966465022,1591.5973,1663.516583
STK39,-0.0294,0.74,0.966465022,898.343,980.6200458
STX19,-0.0299,0.74,0.966465022,1.2002,1.555335948
TFPT,0.029,0.74,0.966465022,449.806,471.2890725
TMEM14B,0.0298,0.74,0.966465022,760.1857,895.7860199
TMEM208,0.0295,0.74,0.966465022,858.69,951.1093869
TMEM232,0.0308,0.74,0.966465022,30.2733,48.89840065
TMF1,-0.0322,0.74,0.966465022,625,632.1176997
TMOD2,0.0309,0.74,0.966465022,1758.8202,1928.508615
TNPO1,-0.033,0.74,0.966465022,3063.1579,3201.812857
TOP1MT,0.0295,0.74,0.966465022,255.6512,287.9683833
TRIM58,0.0289,0.74,0.966465022,16.0665,21.12481144
TRIP12,-0.0292,0.74,0.966465022,2109.2193,2156.953378
TRPV1,0.0284,0.74,0.966465022,141.2969,176.7095173
TTC28,-0.0297,0.74,0.966465022,639.128,704.324135
UBTD1,-0.0303,0.74,0.966465022,438.8109,481.5341248
WIZ,0.0274,0.74,0.966465022,1476.9447,1527.414096
WSB1,0.0318,0.74,0.966465022,2487.7213,2993.129259
YIF1A,-0.0294,0.74,0.966465022,1263.7168,1402.638819
ZBTB20,-0.0295,0.74,0.966465022,18.75,26.18988366
ZC3H18,-0.0309,0.74,0.966465022,848.3891,862.1553856
ZDHHC17,-0.0289,0.74,0.966465022,972.4497,994.9760412
ZFYVE9,-0.0269,0.74,0.966465022,655.3891,669.0629748
ZNF107,0.0327,0.74,0.966465022,354.5153,378.3752095
ZNFX1,-0.0293,0.74,0.966465022,1440.4494,1585.856576
ADH5,-0.0287,0.75,0.968112832,3095.4438,3329.631343
AIF1L,-0.0315,0.75,0.968112832,3012.2744,3567.084303
ANAPC2,-0.0287,0.75,0.968112832,810.3152,836.4383056
APOL2,0.0277,0.75,0.968112832,1148.1197,1363.962709
AS3MT,-0.031,0.75,0.968112832,207.9448,219.6993265
ASCC3,-0.0286,0.75,0.968112832,862.72505,883.1231843
ASPHD2,0.0282,0.75,0.968112832,222.408,259.497567
ATRX,-0.0316,0.75,0.968112832,1230.6787,1236.651862
BRWD1,-0.0281,0.75,0.968112832,1044.9895,1091.881111
BUB3,-0.0297,0.75,0.968112832,1228.8417,1374.889956
BZW1,0.0287,0.75,0.968112832,4804.8809,5122.931913
TMEM266,0.0291,0.75,0.968112832,15.4052,21.23650359
C17orf58,-0.0279,0.75,0.968112832,297.0247,326.7951108
C19orf24,-0.0269,0.75,0.968112832,618.835,675.3132984
FAM207A,0.0299,0.75,0.968112832,108.9682,116.0855324
C3orf58,-0.0308,0.75,0.968112832,401.7821,413.7682614
WDFY3-AS2,-0.0306,0.75,0.968112832,69.41,78.49026275
ATAT1,0.0326,0.75,0.968112832,1169.8935,1344.030512
FAM221A,0.0302,0.75,0.968112832,269.3125,297.8582441
C7,0.0333,0.75,0.968112832,61.8003,315.5246337
TMEM261,-0.0295,0.75,0.968112832,893.3052,1003.716182
CAND2,-0.0297,0.75,0.968112832,347.1384,351.912867
CAPZA2,-0.0291,0.75,0.968112832,4743.7811,5685.336274
CASS4,0.0288,0.75,0.968112832,43.578,54.7419
CCDC142,0.0277,0.75,0.968112832,166.9796,175.673702
CFAP100,0.0296,0.75,0.968112832,1.8987,20.26341013
CD34,-0.0315,0.75,0.968112832,791.9315,966.3767245
CDCA5,0.0281,0.75,0.968112832,501.7528,550.2459088
CELSR3,0.0313,0.75,0.968112832,341.9658,509.8918709
CHMP2B,-0.032,0.75,0.968112832,884.4727,911.5997592
CHPT1,0.0283,0.75,0.968112832,1516.4778,1738.949656
COMTD1,0.0304,0.75,0.968112832,52.226,60.21724739
COX8A,0.0282,0.75,0.968112832,3087.8713,3465.368148
CSNK1A1L,0.0305,0.75,0.968112832,2.3655,2.477840523
CUEDC2,0.029,0.75,0.968112832,1196.6988,1341.872774
CYB5A,0.0308,0.75,0.968112832,512.0406,573.5084807
CYP26A1,0.033,0.75,0.968112832,3.6667,17.92878366
DBN1,0.0285,0.75,0.968112832,3056.6038,3481.974059
DBX2,0.0281,0.75,0.968112832,220.8861,269.2324493
DCAF5,-0.0283,0.75,0.968112832,1256.5174,1252.872535
DGCR14,-0.0309,0.75,0.968112832,504.7923,500.9399559
DIXDC1,-0.0291,0.75,0.968112832,574.4548,587.9680827
DOCK4,-0.027,0.75,0.968112832,1254.9988,1309.898444
DPP4,-0.0281,0.75,0.968112832,84.5231,227.269352
DUSP2,0.0317,0.75,0.968112832,35.0696,93.27793137
DUSP7,0.0278,0.75,0.968112832,446.1972,493.0862065
EDEM3,-0.0306,0.75,0.968112832,871.7855,897.6853539
EDN1,0.0305,0.75,0.968112832,180.303,229.7462739
EHBP1L1,0.0332,0.75,0.968112832,478.0444,542.3572072
None,0.0285,0.75,0.968112832,565.3221,693.4192516
F7,0.0292,0.75,0.968112832,1.8247,5.271200654
FAM188A,-0.0299,0.75,0.968112832,338.3131,383.5745837
THAP7-AS1,-0.0296,0.75,0.968112832,57.7602,61.0344366
FZD5,-0.0296,0.75,0.968112832,229.1116,266.8316245
GABRG1,0.0299,0.75,0.968112832,20.295,87.93819869
GAR1,0.0289,0.75,0.968112832,331.9567,334.4798353
GEN1,-0.0279,0.75,0.968112832,218.1818,238.6015072
GIMAP8,-0.0297,0.75,0.968112832,209.0608,247.8751588
GOLPH3,-0.0304,0.75,0.968112832,1957.0707,1985.797297
ADGRG1,-0.0301,0.75,0.968112832,12623.916,13212.48777
GSTM3,-0.0285,0.75,0.968112832,1393.9172,1720.129064
GTF3C1,-0.0288,0.75,0.968112832,2133.7652,2179.063421
HJURP,0.0299,0.75,0.968112832,306.3605,335.7874696
HLTF,-0.0292,0.75,0.968112832,943.194,1027.453785
HOOK1,-0.0299,0.75,0.968112832,6.9261,16.24921536
IL18RAP,-0.0307,0.75,0.968112832,4.9915,9.352289542
ISCA1P1,-0.0305,0.75,0.968112832,70.8167,78.97042909
ISL2,-0.0278,0.75,0.968112832,24.9755,32.78427353
ITIH3,0.0323,0.75,0.968112832,1.6901,3.472562092
ITIH4,0.0281,0.75,0.968112832,70.0207,88.45715719
JAK2,-0.0269,0.75,0.968112832,287.351,298.8885752
KRR1,-0.0279,0.75,0.968112832,485.4206,497.499565
LAGE3,0.0315,0.75,0.968112832,536.7412,590.4454997
LAMA5,0.0308,0.75,0.968112832,1354.3858,1484.705881
LAMP2,0.0289,0.75,0.968112832,6275.0643,6729.034243
LCNL1,0.0309,0.75,0.968112832,10.3835,24.13207516
URAHP,-0.0296,0.75,0.968112832,27.4909,33.47468987
ZNF300P1,-0.0349,0.75,0.968112832,15.2091,63.62631013
AADACP1,-0.0331,0.75,0.968112832,1.4253,2.189505882
LRRC24,0.0297,0.75,0.968112832,81.6182,93.64925229
NRROS,0.0298,0.75,0.968112832,130.6568,151.496882
MECP2,0.0273,0.75,0.968112832,1308.2278,1334.400912
MEGF8,0.0278,0.75,0.968112832,3144.6206,3145.976868
MFHAS1,-0.0305,0.75,0.968112832,310.5002,328.6985722
ZNF205-AS1,0.0316,0.75,0.968112832,15.5298,17.48609412
MITD1,-0.0269,0.75,0.968112832,194.8898,209.1364634
MARC1,-0.0307,0.75,0.968112832,281.909,307.1633176
MRPS36,-0.0283,0.75,0.968112832,302.6125,341.2524441
MTCH1,0.0309,0.75,0.968112832,5960.1266,6380.400824
MTERF1,-0.0287,0.75,0.968112832,236.858,334.1945242
MTMR12,0.0295,0.75,0.968112832,551.8868,568.7124788
MYH15,0.0282,0.75,0.968112832,18.0045,28.4338415
MYH6,0.0298,0.75,0.968112832,1.9363,2.853356536
NAP1L1,-0.027,0.75,0.968112832,5949.1572,6318.992041
NECAB1,0.031,0.75,0.968112832,354.4599,416.647633
NEIL1,0.028,0.75,0.968112832,89.7167,98.97837451
NOL8,-0.0293,0.75,0.968112832,604.482,603.5240569
NTRK3,-0.0291,0.75,0.968112832,922.9742,1021.573591
PAN2,0.0273,0.75,0.968112832,854.2024,925.9220337
PCDHGA9,0.0286,0.75,0.968112832,93.7567,471.435149
PDE4DIP,0.0295,0.75,0.968112832,2802.0442,3090.246645
PDE6D,0.0285,0.75,0.968112832,687.7045,764.9048624
PIN4,0.0303,0.75,0.968112832,246.0351,264.7241281
PIPSL,-0.0291,0.75,0.968112832,190.4242,198.002366
PKDCC,0.0298,0.75,0.968112832,129.2167,191.8035761
PLA2G2A,0.0288,0.75,0.968112832,108.8534,1266.729775
PLAC9,-0.0298,0.75,0.968112832,32.9025,51.95850033
PLS3,-0.029,0.75,0.968112832,2748.0023,3298.481443
PMS2P3,0.0289,0.75,0.968112832,53.9716,62.02363333
PNP,0.0289,0.75,0.968112832,1016.4706,1103.042776
PON3,-0.03,0.75,0.968112832,6.6395,17.10000065
PPIC,0.031,0.75,0.968112832,397.0654,413.9644167
PPP1R14B,-0.0285,0.75,0.968112832,875.7679,986.5610235
PREX2,0.0293,0.75,0.968112832,89.7436,110.8480389
PRF1,0.03,0.75,0.968112832,72.6844,124.7433843
PRUNE2,-0.0296,0.75,0.968112832,2494.3972,2769.469885
PSME2,-0.0279,0.75,0.968112832,961.8828,1144.226437
PTGER4,0.0305,0.75,0.968112832,97.2312,134.8511755
PTS,0.029,0.75,0.968112832,315.7093,374.5795163
QRICH1,-0.0292,0.75,0.968112832,1438.4236,1433.547524
RFX1,0.0268,0.75,0.968112832,349.6169,364.5972278
ARHGEF28,0.0289,0.75,0.968112832,57.2878,79.07552418
RNF40,0.0314,0.75,0.968112832,2918.7713,2919.301085
RPAIN,-0.0289,0.75,0.968112832,828.3347,936.2371801
RPL26,-0.03,0.75,0.968112832,4365.651,5395.168609
RTTN,-0.028,0.75,0.968112832,255.5089,282.4750624
RWDD3,0.0304,0.75,0.968112832,222.4789,239.5826784
S100A16,0.0303,0.75,0.968112832,4786.4031,5212.53028
SAP130,-0.0277,0.75,0.968112832,788.1961,803.2132183
SFPQ,0.0291,0.75,0.968112832,3952.6321,4065.720877
SGCE,-0.0339,0.75,0.968112832,1307.3171,1620.090763
SH3D19,0.0284,0.75,0.968112832,528.9558,604.7524258
SLC19A1,-0.0273,0.75,0.968112832,316.026,330.076935
SLC34A3,-0.0293,0.75,0.968112832,4.2397,7.004465686
SMC4,0.0316,0.75,0.968112832,1287.373,1391.869213
SNCG,0.0319,0.75,0.968112832,63.5246,132.2640533
SNX15,0.0301,0.75,0.968112832,648.7562,649.3098124
SPAG6,0.0331,0.75,0.968112832,2.7248,5.316249346
SUPT6H,0.0288,0.75,0.968112832,2398.5814,2359.0312
TAZ,-0.0284,0.75,0.968112832,449.5575,483.4646618
TBC1D3,0.0269,0.75,0.968112832,264.0746,298.2835016
TCEB2,0.0288,0.75,0.968112832,2777.295,3219.816141
TIMM8B,-0.0265,0.75,0.968112832,1003.3882,1210.665712
TMEM101,0.0274,0.75,0.968112832,635.2292,687.076848
TSC22D2,0.0275,0.75,0.968112832,413.0037,431.4306546
USP46,0.0287,0.75,0.968112832,762.9395,916.0909013
VASH1,0.0319,0.75,0.968112832,2085.6883,2272.188225
VPS26A,-0.0313,0.75,0.968112832,839.9743,931.9015931
WWOX,-0.0312,0.75,0.968112832,358.9415,377.3057657
ZC4H2,-0.0271,0.75,0.968112832,307.8607,361.0892333
ZFPL1,-0.0315,0.75,0.968112832,581.2585,602.2047092
ZNF826P,0.028,0.75,0.968112832,10.8006,26.83715065
ABCA4,-0.0314,0.76,0.968401937,5.168,6.711016993
ALCAM,-0.028,0.76,0.968401937,1859.9419,2204.730003
ALKBH6,0.0291,0.76,0.968401937,161.3985,167.1535373
ALOX12P2,0.0307,0.76,0.968401937,6.6161,11.49835327
ALPK3,0.0258,0.76,0.968401937,296.2374,372.0139294
ANGPT1,-0.0314,0.76,0.968401937,230.5628,324.6994608
APOC1P1,-0.0294,0.76,0.968401937,1.6819,3.203950327
ARAP2,0.028,0.76,0.968401937,842.3036,890.4397954
ARL17B,0.028,0.76,0.968401937,1.8567,2.212984314
ASH1L,-0.0273,0.76,0.968401937,1325.9585,1379.139316
ATAD2,-0.0316,0.76,0.968401937,645.3848,734.8337771
ATXN7,0.0263,0.76,0.968401937,345.1222,347.0558186
BANF1,-0.0264,0.76,0.968401937,2757.4201,3079.180115
BIK,-0.0296,0.76,0.968401937,2.4201,4.37928366
BPGM,0.0294,0.76,0.968401937,949.5238,990.3944797
C10orf55,0.0282,0.76,0.968401937,10.5581,13.1530268
TMEM251,-0.0265,0.76,0.968401937,380.5834,416.8285052
NCBP3,-0.0272,0.76,0.968401937,447.4647,454.5949072
LINC00526,-0.0277,0.76,0.968401937,110.1155,118.966131
CCDC178,-0.0285,0.76,0.968401937,4.4139,15.42004869
C18orf54,0.0276,0.76,0.968401937,174.0357,196.291566
LINC00319,0.0285,0.76,0.968401937,1.1027,1.89355817
